y,ds,unique_id
96.01,2008-09-15,PETROLEO
96.0,2008-09-14,PETROLEO
98.94,2008-09-13,PETROLEO
101.08,2008-09-12,PETROLEO
96.01,2008-09-11,PETROLEO
96.0,2008-09-10,PETROLEO
102.51,2008-09-09,PETROLEO
103.41,2008-09-08,PETROLEO
103.88,2008-09-07,PETROLEO
104.94,2008-09-06,PETROLEO
102.51,2008-09-05,PETROLEO
103.41,2008-09-04,PETROLEO
103.88,2008-09-03,PETROLEO
113.49,2008-09-02,PETROLEO
113.54,2008-09-01,PETROLEO
113.05,2008-08-31,PETROLEO
112.2,2008-08-30,PETROLEO
109.74,2008-08-29,PETROLEO
113.54,2008-08-28,PETROLEO
113.05,2008-08-27,PETROLEO
113.99,2008-08-26,PETROLEO
117.24,2008-08-25,PETROLEO
108.72,2008-08-24,PETROLEO
109.02,2008-08-23,PETROLEO
109.33,2008-08-22,PETROLEO
117.24,2008-08-21,PETROLEO
108.72,2008-08-20,PETROLEO
108.8,2008-08-19,PETROLEO
111.82,2008-08-18,PETROLEO
110.68,2008-08-17,PETROLEO
108.98,2008-08-16,PETROLEO
110.54,2008-08-15,PETROLEO
111.82,2008-08-14,PETROLEO
110.68,2008-08-13,PETROLEO
113.03,2008-08-12,PETROLEO
116.94,2008-08-11,PETROLEO
114.47,2008-08-10,PETROLEO
116.5,2008-08-09,PETROLEO
121.87,2008-08-08,PETROLEO
116.94,2008-08-07,PETROLEO
114.47,2008-08-06,PETROLEO
124.16,2008-08-05,PETROLEO
124.1,2008-08-04,PETROLEO
122.46,2008-08-03,PETROLEO
125.77,2008-08-02,PETROLEO
125.67,2008-08-01,PETROLEO
124.1,2008-07-31,PETROLEO
122.46,2008-07-30,PETROLEO
124.7,2008-07-29,PETROLEO
125.43,2008-07-28,PETROLEO
126.86,2008-07-27,PETROLEO
127.18,2008-07-26,PETROLEO
129.34,2008-07-25,PETROLEO
125.43,2008-07-24,PETROLEO
126.86,2008-07-23,PETROLEO
129.34,2008-07-22,PETROLEO
134.16,2008-07-21,PETROLEO
133.31,2008-07-20,PETROLEO
136.02,2008-07-19,PETROLEO
142.43,2008-07-18,PETROLEO
134.16,2008-07-17,PETROLEO
133.31,2008-07-16,PETROLEO
143.68,2008-07-15,PETROLEO
135.81,2008-07-14,PETROLEO
133.91,2008-07-13,PETROLEO
134.15,2008-07-12,PETROLEO
139.62,2008-07-11,PETROLEO
135.81,2008-07-10,PETROLEO
133.91,2008-07-09,PETROLEO
134.15,2008-07-08,PETROLEO
143.95,2008-07-07,PETROLEO
141.24,2008-07-06,PETROLEO
140.67,2008-07-05,PETROLEO
138.4,2008-07-04,PETROLEO
143.95,2008-07-03,PETROLEO
141.24,2008-07-02,PETROLEO
139.38,2008-07-01,PETROLEO
136.82,2008-06-30,PETROLEO
131.59,2008-06-29,PETROLEO
135.37,2008-06-28,PETROLEO
134.54,2008-06-27,PETROLEO
136.82,2008-06-26,PETROLEO
131.59,2008-06-25,PETROLEO
134.28,2008-06-24,PETROLEO
131.84,2008-06-23,PETROLEO
129.12,2008-06-22,PETROLEO
131.27,2008-06-21,PETROLEO
133.9,2008-06-20,PETROLEO
131.84,2008-06-19,PETROLEO
129.12,2008-06-18,PETROLEO
134.29,2008-06-17,PETROLEO
132.11,2008-06-16,PETROLEO
134.52,2008-06-15,PETROLEO
135.24,2008-06-14,PETROLEO
134.43,2008-06-13,PETROLEO
132.11,2008-06-12,PETROLEO
134.52,2008-06-11,PETROLEO
132.81,2008-06-10,PETROLEO
122.36,2008-06-09,PETROLEO
121.72,2008-06-08,PETROLEO
126.28,2008-06-07,PETROLEO
128.5,2008-06-06,PETROLEO
122.36,2008-06-05,PETROLEO
121.72,2008-06-04,PETROLEO
127.85,2008-06-03,PETROLEO
129.33,2008-06-02,PETROLEO
128.93,2008-06-01,PETROLEO
128.92,2008-05-31,PETROLEO
127.85,2008-05-30,PETROLEO
129.33,2008-05-29,PETROLEO
128.93,2008-05-28,PETROLEO
129.72,2008-05-27,PETROLEO
129.04,2008-05-26,PETROLEO
127.28,2008-05-25,PETROLEO
124.12,2008-05-24,PETROLEO
122.19,2008-05-23,PETROLEO
129.04,2008-05-22,PETROLEO
127.28,2008-05-21,PETROLEO
122.98,2008-05-20,PETROLEO
122.76,2008-05-19,PETROLEO
121.18,2008-05-18,PETROLEO
123.11,2008-05-17,PETROLEO
122.89,2008-05-16,PETROLEO
122.76,2008-05-15,PETROLEO
121.18,2008-05-14,PETROLEO
123.54,2008-05-13,PETROLEO
119.85,2008-05-12,PETROLEO
120.27,2008-05-11,PETROLEO
119.88,2008-05-10,PETROLEO
115.68,2008-05-09,PETROLEO
119.85,2008-05-08,PETROLEO
120.27,2008-05-07,PETROLEO
111.92,2008-05-06,PETROLEO
107.3,2008-05-05,PETROLEO
111.12,2008-05-04,PETROLEO
113.86,2008-05-03,PETROLEO
115.7,2008-05-02,PETROLEO
107.3,2008-05-01,PETROLEO
111.12,2008-04-30,PETROLEO
116.62,2008-04-29,PETROLEO
114.85,2008-04-28,PETROLEO
115.34,2008-04-27,PETROLEO
113.54,2008-04-26,PETROLEO
111.35,2008-04-25,PETROLEO
114.85,2008-04-24,PETROLEO
115.34,2008-04-23,PETROLEO
110.67,2008-04-22,PETROLEO
111.34,2008-04-21,PETROLEO
110.95,2008-04-20,PETROLEO
110.84,2008-04-19,PETROLEO
108.32,2008-04-18,PETROLEO
111.34,2008-04-17,PETROLEO
110.95,2008-04-16,PETROLEO
107.15,2008-04-15,PETROLEO
107.37,2008-04-14,PETROLEO
107.46,2008-04-13,PETROLEO
105.05,2008-04-12,PETROLEO
105.98,2008-04-11,PETROLEO
107.37,2008-04-10,PETROLEO
107.46,2008-04-09,PETROLEO
102.21,2008-04-08,PETROLEO
102.31,2008-04-07,PETROLEO
98.85,2008-04-06,PETROLEO
98.69,2008-04-05,PETROLEO
102.33,2008-04-04,PETROLEO
102.31,2008-04-03,PETROLEO
98.85,2008-04-02,PETROLEO
102.68,2008-04-01,PETROLEO
103.89,2008-03-31,PETROLEO
102.83,2008-03-30,PETROLEO
99.91,2008-03-29,PETROLEO
100.93,2008-03-28,PETROLEO
103.89,2008-03-27,PETROLEO
102.83,2008-03-26,PETROLEO
99.91,2008-03-25,PETROLEO
99.78,2008-03-24,PETROLEO
102.65,2008-03-23,PETROLEO
105.35,2008-03-22,PETROLEO
104.41,2008-03-21,PETROLEO
99.78,2008-03-20,PETROLEO
102.65,2008-03-19,PETROLEO
109.16,2008-03-18,PETROLEO
109.18,2008-03-17,PETROLEO
107.99,2008-03-16,PETROLEO
106.78,2008-03-15,PETROLEO
105.33,2008-03-14,PETROLEO
109.18,2008-03-13,PETROLEO
107.99,2008-03-12,PETROLEO
104.66,2008-03-11,PETROLEO
103.47,2008-03-10,PETROLEO
100.95,2008-03-09,PETROLEO
98.6,2008-03-08,PETROLEO
101.83,2008-03-07,PETROLEO
103.47,2008-03-06,PETROLEO
100.95,2008-03-05,PETROLEO
100.9,2008-03-04,PETROLEO
99.83,2008-03-03,PETROLEO
98.28,2008-03-02,PETROLEO
99.05,2008-03-01,PETROLEO
97.43,2008-02-29,PETROLEO
99.83,2008-02-28,PETROLEO
98.28,2008-02-27,PETROLEO
96.07,2008-02-26,PETROLEO
97.52,2008-02-25,PETROLEO
97.88,2008-02-24,PETROLEO
97.03,2008-02-23,PETROLEO
96.07,2008-02-22,PETROLEO
97.52,2008-02-21,PETROLEO
97.88,2008-02-20,PETROLEO
96.96,2008-02-19,PETROLEO
95.92,2008-02-18,PETROLEO
93.82,2008-02-17,PETROLEO
94.28,2008-02-16,PETROLEO
93.93,2008-02-15,PETROLEO
95.92,2008-02-14,PETROLEO
93.82,2008-02-13,PETROLEO
91.45,2008-02-12,PETROLEO
88.55,2008-02-11,PETROLEO
88.73,2008-02-10,PETROLEO
89.6,2008-02-09,PETROLEO
91.09,2008-02-08,PETROLEO
88.55,2008-02-07,PETROLEO
88.73,2008-02-06,PETROLEO
91.41,2008-02-05,PETROLEO
91.58,2008-02-04,PETROLEO
92.46,2008-02-03,PETROLEO
92.49,2008-02-02,PETROLEO
90.91,2008-02-01,PETROLEO
91.58,2008-01-31,PETROLEO
92.46,2008-01-30,PETROLEO
90.96,2008-01-29,PETROLEO
87.69,2008-01-28,PETROLEO
87.06,2008-01-27,PETROLEO
88.11,2008-01-26,PETROLEO
90.96,2008-01-25,PETROLEO
87.69,2008-01-24,PETROLEO
87.06,2008-01-23,PETROLEO
89.66,2008-01-22,PETROLEO
88.96,2008-01-21,PETROLEO
88.1,2008-01-20,PETROLEO
90.87,2008-01-19,PETROLEO
92.58,2008-01-18,PETROLEO
88.96,2008-01-17,PETROLEO
88.1,2008-01-16,PETROLEO
91.86,2008-01-15,PETROLEO
92.8,2008-01-14,PETROLEO
96.76,2008-01-13,PETROLEO
96.37,2008-01-12,PETROLEO
94.19,2008-01-11,PETROLEO
92.8,2008-01-10,PETROLEO
96.76,2008-01-09,PETROLEO
96.87,2008-01-08,PETROLEO
98.45,2008-01-07,PETROLEO
97.01,2008-01-06,PETROLEO
93.68,2008-01-04,PETROLEO
98.45,2008-01-03,PETROLEO
97.01,2008-01-02,PETROLEO
95.92,2008-01-01,PETROLEO
95.66,2007-12-31,PETROLEO
91.59,2007-12-28,PETROLEO
95.66,2007-12-27,PETROLEO
91.03,2007-12-25,PETROLEO
91.06,2007-12-24,PETROLEO
90.98,2007-12-23,PETROLEO
90.71,2007-12-22,PETROLEO
90.32,2007-12-21,PETROLEO
91.06,2007-12-20,PETROLEO
90.98,2007-12-19,PETROLEO
91.86,2007-12-18,PETROLEO
92.57,2007-12-17,PETROLEO
91.69,2007-12-16,PETROLEO
87.77,2007-12-15,PETROLEO
87.33,2007-12-14,PETROLEO
92.57,2007-12-13,PETROLEO
91.69,2007-12-12,PETROLEO
88.46,2007-12-11,PETROLEO
88.46,2007-12-10,PETROLEO
90.7,2007-12-09,PETROLEO
89.97,2007-12-08,PETROLEO
87.85,2007-12-07,PETROLEO
88.46,2007-12-06,PETROLEO
90.7,2007-12-05,PETROLEO
88.71,2007-12-04,PETROLEO
92.34,2007-12-03,PETROLEO
91.64,2007-12-02,PETROLEO
93.23,2007-12-01,PETROLEO
94.88,2007-11-30,PETROLEO
92.34,2007-11-29,PETROLEO
91.64,2007-11-28,PETROLEO
95.33,2007-11-27,PETROLEO
94.88,2007-11-26,PETROLEO
94.97,2007-11-25,PETROLEO
94.13,2007-11-24,PETROLEO
91.59,2007-11-23,PETROLEO
94.97,2007-11-21,PETROLEO
91.99,2007-11-20,PETROLEO
90.32,2007-11-19,PETROLEO
90.73,2007-11-18,PETROLEO
89.09,2007-11-17,PETROLEO
91.56,2007-11-16,PETROLEO
90.32,2007-11-15,PETROLEO
90.73,2007-11-14,PETROLEO
92.32,2007-11-13,PETROLEO
94.4,2007-11-12,PETROLEO
94.85,2007-11-11,PETROLEO
93.99,2007-11-10,PETROLEO
92.16,2007-11-09,PETROLEO
94.4,2007-11-08,PETROLEO
94.85,2007-11-07,PETROLEO
92.11,2007-11-06,PETROLEO
90.36,2007-11-05,PETROLEO
89.87,2007-11-04,PETROLEO
89.87,2007-11-03,PETROLEO
89.87,2007-11-02,PETROLEO
90.36,2007-11-01,PETROLEO
89.87,2007-10-31,PETROLEO
84.71,2007-10-30,PETROLEO
85.4,2007-10-29,PETROLEO
83.47,2007-10-28,PETROLEO
82.31,2007-10-27,PETROLEO
82.72,2007-10-26,PETROLEO
85.4,2007-10-25,PETROLEO
83.47,2007-10-24,PETROLEO
84.25,2007-10-23,PETROLEO
85.03,2007-10-22,PETROLEO
85.24,2007-10-21,PETROLEO
84.43,2007-10-20,PETROLEO
82.5,2007-10-19,PETROLEO
85.03,2007-10-18,PETROLEO
85.24,2007-10-17,PETROLEO
80.82,2007-10-16,PETROLEO
80.83,2007-10-15,PETROLEO
77.85,2007-10-14,PETROLEO
77.82,2007-10-13,PETROLEO
76.94,2007-10-12,PETROLEO
80.83,2007-10-11,PETROLEO
77.85,2007-10-10,PETROLEO
79.05,2007-10-09,PETROLEO
77.84,2007-10-08,PETROLEO
77.8,2007-10-07,PETROLEO
76.87,2007-10-06,PETROLEO
78.33,2007-10-05,PETROLEO
77.84,2007-10-04,PETROLEO
77.8,2007-10-03,PETROLEO
80.97,2007-10-02,PETROLEO
78.88,2007-10-01,PETROLEO
76.21,2007-09-30,PETROLEO
76.8,2007-09-29,PETROLEO
77.87,2007-09-28,PETROLEO
78.88,2007-09-27,PETROLEO
76.21,2007-09-26,PETROLEO
78.91,2007-09-25,PETROLEO
78.48,2007-09-24,PETROLEO
78.47,2007-09-23,PETROLEO
77.0,2007-09-22,PETROLEO
77.99,2007-09-21,PETROLEO
78.48,2007-09-20,PETROLEO
78.47,2007-09-19,PETROLEO
78.27,2007-09-18,PETROLEO
77.84,2007-09-17,PETROLEO
77.15,2007-09-16,PETROLEO
76.23,2007-09-15,PETROLEO
74.97,2007-09-14,PETROLEO
77.84,2007-09-13,PETROLEO
77.15,2007-09-12,PETROLEO
75.08,2007-09-11,PETROLEO
76.21,2007-09-10,PETROLEO
74.72,2007-09-09,PETROLEO
74.22,2007-09-08,PETROLEO
75.08,2007-09-07,PETROLEO
76.21,2007-09-06,PETROLEO
74.72,2007-09-05,PETROLEO
72.29,2007-09-04,PETROLEO
71.46,2007-09-03,PETROLEO
70.48,2007-09-02,PETROLEO
69.66,2007-09-01,PETROLEO
68.85,2007-08-31,PETROLEO
71.46,2007-08-30,PETROLEO
70.48,2007-08-29,PETROLEO
69.49,2007-08-28,PETROLEO
68.73,2007-08-27,PETROLEO
67.73,2007-08-26,PETROLEO
67.88,2007-08-25,PETROLEO
68.37,2007-08-24,PETROLEO
68.73,2007-08-23,PETROLEO
67.73,2007-08-22,PETROLEO
69.8,2007-08-21,PETROLEO
68.77,2007-08-20,PETROLEO
71.3,2007-08-19,PETROLEO
69.29,2007-08-18,PETROLEO
71.3,2007-08-17,PETROLEO
68.77,2007-08-16,PETROLEO
71.3,2007-08-15,PETROLEO
69.57,2007-08-14,PETROLEO
70.08,2007-08-13,PETROLEO
70.73,2007-08-12,PETROLEO
70.42,2007-08-11,PETROLEO
72.69,2007-08-10,PETROLEO
70.08,2007-08-09,PETROLEO
70.73,2007-08-08,PETROLEO
75.36,2007-08-07,PETROLEO
76.14,2007-08-06,PETROLEO
77.11,2007-08-05,PETROLEO
77.01,2007-08-04,PETROLEO
76.07,2007-08-03,PETROLEO
76.14,2007-08-02,PETROLEO
77.11,2007-08-01,PETROLEO
76.58,2007-07-31,PETROLEO
77.28,2007-07-30,PETROLEO
75.21,2007-07-29,PETROLEO
75.88,2007-07-28,PETROLEO
78.36,2007-07-27,PETROLEO
77.28,2007-07-26,PETROLEO
75.21,2007-07-25,PETROLEO
79.09,2007-07-24,PETROLEO
78.37,2007-07-23,PETROLEO
78.0,2007-07-22,PETROLEO
77.59,2007-07-21,PETROLEO
78.17,2007-07-20,PETROLEO
78.37,2007-07-19,PETROLEO
78.0,2007-07-18,PETROLEO
78.12,2007-07-17,PETROLEO
78.24,2007-07-16,PETROLEO
77.44,2007-07-15,PETROLEO
77.88,2007-07-14,PETROLEO
77.1,2007-07-13,PETROLEO
78.24,2007-07-12,PETROLEO
77.44,2007-07-11,PETROLEO
76.58,2007-07-10,PETROLEO
75.4,2007-07-09,PETROLEO
74.26,2007-07-07,PETROLEO
72.9,2007-07-06,PETROLEO
75.4,2007-07-05,PETROLEO
72.22,2007-07-03,PETROLEO
71.96,2007-07-02,PETROLEO
71.84,2007-07-01,PETROLEO
71.41,2007-06-30,PETROLEO
71.36,2007-06-29,PETROLEO
71.96,2007-06-28,PETROLEO
71.84,2007-06-27,PETROLEO
72.04,2007-06-26,PETROLEO
71.81,2007-06-25,PETROLEO
70.55,2007-06-24,PETROLEO
72.17,2007-06-23,PETROLEO
72.33,2007-06-22,PETROLEO
71.81,2007-06-21,PETROLEO
70.55,2007-06-20,PETROLEO
71.63,2007-06-19,PETROLEO
71.18,2007-06-18,PETROLEO
69.24,2007-06-17,PETROLEO
68.56,2007-06-16,PETROLEO
68.85,2007-06-15,PETROLEO
71.18,2007-06-14,PETROLEO
69.24,2007-06-13,PETROLEO
70.04,2007-06-12,PETROLEO
72.36,2007-06-11,PETROLEO
71.5,2007-06-10,PETROLEO
71.36,2007-06-09,PETROLEO
70.9,2007-06-08,PETROLEO
72.36,2007-06-07,PETROLEO
71.5,2007-06-06,PETROLEO
68.65,2007-06-05,PETROLEO
68.18,2007-06-04,PETROLEO
67.64,2007-06-03,PETROLEO
69.31,2007-06-02,PETROLEO
68.65,2007-06-01,PETROLEO
68.18,2007-05-31,PETROLEO
67.64,2007-05-30,PETROLEO
70.72,2007-05-29,PETROLEO
71.96,2007-05-28,PETROLEO
71.01,2007-05-27,PETROLEO
70.05,2007-05-26,PETROLEO
69.51,2007-05-25,PETROLEO
71.96,2007-05-24,PETROLEO
71.01,2007-05-23,PETROLEO
69.26,2007-05-22,PETROLEO
69.08,2007-05-21,PETROLEO
66.83,2007-05-20,PETROLEO
66.74,2007-05-19,PETROLEO
65.86,2007-05-18,PETROLEO
69.08,2007-05-17,PETROLEO
66.83,2007-05-16,PETROLEO
65.18,2007-05-15,PETROLEO
64.63,2007-05-14,PETROLEO
63.5,2007-05-13,PETROLEO
63.55,2007-05-12,PETROLEO
62.7,2007-05-11,PETROLEO
64.63,2007-05-10,PETROLEO
63.5,2007-05-09,PETROLEO
65.14,2007-05-08,PETROLEO
64.85,2007-05-07,PETROLEO
65.57,2007-05-06,PETROLEO
67.4,2007-05-05,PETROLEO
67.23,2007-05-04,PETROLEO
64.85,2007-05-03,PETROLEO
65.57,2007-05-02,PETROLEO
67.28,2007-05-01,PETROLEO
67.51,2007-04-30,PETROLEO
67.44,2007-04-29,PETROLEO
67.94,2007-04-28,PETROLEO
66.8,2007-04-27,PETROLEO
67.51,2007-04-26,PETROLEO
67.44,2007-04-25,PETROLEO
66.34,2007-04-24,PETROLEO
66.17,2007-04-23,PETROLEO
65.09,2007-04-22,PETROLEO
66.34,2007-04-21,PETROLEO
67.1,2007-04-20,PETROLEO
66.17,2007-04-19,PETROLEO
65.09,2007-04-18,PETROLEO
68.78,2007-04-17,PETROLEO
67.79,2007-04-16,PETROLEO
68.6,2007-04-15,PETROLEO
67.64,2007-04-14,PETROLEO
68.78,2007-04-13,PETROLEO
67.79,2007-04-12,PETROLEO
68.6,2007-04-11,PETROLEO
67.64,2007-04-10,PETROLEO
69.15,2007-04-09,PETROLEO
68.09,2007-04-08,PETROLEO
68.0,2007-04-07,PETROLEO
68.94,2007-04-06,PETROLEO
69.15,2007-04-05,PETROLEO
68.09,2007-04-04,PETROLEO
68.47,2007-04-03,PETROLEO
67.19,2007-04-02,PETROLEO
66.15,2007-04-01,PETROLEO
64.25,2007-03-31,PETROLEO
64.43,2007-03-30,PETROLEO
67.19,2007-03-29,PETROLEO
66.15,2007-03-28,PETROLEO
63.1,2007-03-27,PETROLEO
61.57,2007-03-26,PETROLEO
60.18,2007-03-25,PETROLEO
60.11,2007-03-24,PETROLEO
60.49,2007-03-23,PETROLEO
61.57,2007-03-22,PETROLEO
60.18,2007-03-21,PETROLEO
60.93,2007-03-20,PETROLEO
60.4,2007-03-19,PETROLEO
60.89,2007-03-18,PETROLEO
61.52,2007-03-17,PETROLEO
60.59,2007-03-16,PETROLEO
60.4,2007-03-15,PETROLEO
60.89,2007-03-14,PETROLEO
60.25,2007-03-13,PETROLEO
60.9,2007-03-12,PETROLEO
61.13,2007-03-11,PETROLEO
59.68,2007-03-10,PETROLEO
59.78,2007-03-09,PETROLEO
60.9,2007-03-08,PETROLEO
61.13,2007-03-07,PETROLEO
61.92,2007-03-06,PETROLEO
61.18,2007-03-05,PETROLEO
59.39,2007-03-04,PETROLEO
60.28,2007-03-03,PETROLEO
60.34,2007-03-02,PETROLEO
61.18,2007-03-01,PETROLEO
59.39,2007-02-28,PETROLEO
60.38,2007-02-27,PETROLEO
58.62,2007-02-26,PETROLEO
57.74,2007-02-25,PETROLEO
55.91,2007-02-24,PETROLEO
60.38,2007-02-23,PETROLEO
58.62,2007-02-22,PETROLEO
57.74,2007-02-21,PETROLEO
56.78,2007-02-20,PETROLEO
54.25,2007-02-19,PETROLEO
55.05,2007-02-18,PETROLEO
56.12,2007-02-17,PETROLEO
55.52,2007-02-16,PETROLEO
54.25,2007-02-15,PETROLEO
55.05,2007-02-14,PETROLEO
57.21,2007-02-13,PETROLEO
57.24,2007-02-12,PETROLEO
58.35,2007-02-11,PETROLEO
58.04,2007-02-10,PETROLEO
58.67,2007-02-09,PETROLEO
57.24,2007-02-08,PETROLEO
58.35,2007-02-07,PETROLEO
56.93,2007-02-06,PETROLEO
56.74,2007-02-05,PETROLEO
56.52,2007-02-04,PETROLEO
54.69,2007-02-03,PETROLEO
54.71,2007-02-02,PETROLEO
56.74,2007-02-01,PETROLEO
56.52,2007-01-31,PETROLEO
55.29,2007-01-30,PETROLEO
55.67,2007-01-29,PETROLEO
55.11,2007-01-28,PETROLEO
53.93,2007-01-27,PETROLEO
54.34,2007-01-26,PETROLEO
55.67,2007-01-25,PETROLEO
55.11,2007-01-24,PETROLEO
52.29,2007-01-23,PETROLEO
50.83,2007-01-22,PETROLEO
51.19,2007-01-21,PETROLEO
51.28,2007-01-20,PETROLEO
52.29,2007-01-19,PETROLEO
50.83,2007-01-18,PETROLEO
51.19,2007-01-17,PETROLEO
49.95,2007-01-16,PETROLEO
51.68,2007-01-15,PETROLEO
52.11,2007-01-14,PETROLEO
52.38,2007-01-13,PETROLEO
52.82,2007-01-12,PETROLEO
51.68,2007-01-11,PETROLEO
52.11,2007-01-10,PETROLEO
52.82,2007-01-09,PETROLEO
54.58,2007-01-08,PETROLEO
56.63,2007-01-07,PETROLEO
58.49,2007-01-06,PETROLEO
52.82,2007-01-05,PETROLEO
54.58,2007-01-04,PETROLEO
56.63,2007-01-03,PETROLEO
58.96,2007-01-02,PETROLEO
59.41,2007-01-01,PETROLEO
60.7,2006-12-31,PETROLEO
58.96,2006-12-29,PETROLEO
59.41,2006-12-28,PETROLEO
60.7,2006-12-27,PETROLEO
61.92,2006-12-26,PETROLEO
62.13,2006-12-25,PETROLEO
63.13,2006-12-24,PETROLEO
62.19,2006-12-23,PETROLEO
62.81,2006-12-22,PETROLEO
62.13,2006-12-21,PETROLEO
63.13,2006-12-20,PETROLEO
62.91,2006-12-19,PETROLEO
62.85,2006-12-18,PETROLEO
61.89,2006-12-17,PETROLEO
62.58,2006-12-16,PETROLEO
62.59,2006-12-15,PETROLEO
62.85,2006-12-14,PETROLEO
61.89,2006-12-13,PETROLEO
63.67,2006-12-12,PETROLEO
63.17,2006-12-11,PETROLEO
63.7,2006-12-10,PETROLEO
63.65,2006-12-09,PETROLEO
63.97,2006-12-08,PETROLEO
63.17,2006-12-07,PETROLEO
63.7,2006-12-06,PETROLEO
64.74,2006-12-05,PETROLEO
64.36,2006-12-04,PETROLEO
62.13,2006-12-03,PETROLEO
61.22,2006-12-02,PETROLEO
60.52,2006-12-01,PETROLEO
64.36,2006-11-30,PETROLEO
62.13,2006-11-29,PETROLEO
60.72,2006-11-28,PETROLEO
59.7,2006-11-27,PETROLEO
58.66,2006-11-26,PETROLEO
59.53,2006-11-25,PETROLEO
57.38,2006-11-24,PETROLEO
59.7,2006-11-23,PETROLEO
58.66,2006-11-22,PETROLEO
57.01,2006-11-21,PETROLEO
59.5,2006-11-20,PETROLEO
57.97,2006-11-19,PETROLEO
57.9,2006-11-18,PETROLEO
56.88,2006-11-17,PETROLEO
59.5,2006-11-16,PETROLEO
57.97,2006-11-15,PETROLEO
59.18,2006-11-14,PETROLEO
59.72,2006-11-13,PETROLEO
57.18,2006-11-12,PETROLEO
56.99,2006-11-11,PETROLEO
57.02,2006-11-10,PETROLEO
59.72,2006-11-09,PETROLEO
57.18,2006-11-08,PETROLEO
56.55,2006-11-07,PETROLEO
56.26,2006-11-06,PETROLEO
56.37,2006-11-05,PETROLEO
56.13,2006-11-04,PETROLEO
57.08,2006-11-03,PETROLEO
56.26,2006-11-02,PETROLEO
56.37,2006-11-01,PETROLEO
57.99,2006-10-31,PETROLEO
58.76,2006-10-30,PETROLEO
58.79,2006-10-29,PETROLEO
56.56,2006-10-28,PETROLEO
56.56,2006-10-27,PETROLEO
58.76,2006-10-26,PETROLEO
58.79,2006-10-25,PETROLEO
57.94,2006-10-24,PETROLEO
57.74,2006-10-23,PETROLEO
58.51,2006-10-22,PETROLEO
60.13,2006-10-21,PETROLEO
58.22,2006-10-20,PETROLEO
57.74,2006-10-19,PETROLEO
58.51,2006-10-18,PETROLEO
58.97,2006-10-17,PETROLEO
57.87,2006-10-16,PETROLEO
57.75,2006-10-15,PETROLEO
57.8,2006-10-14,PETROLEO
59.25,2006-10-13,PETROLEO
57.87,2006-10-12,PETROLEO
57.75,2006-10-11,PETROLEO
56.9,2006-10-10,PETROLEO
57.93,2006-10-09,PETROLEO
55.82,2006-10-08,PETROLEO
56.28,2006-10-07,PETROLEO
58.8,2006-10-06,PETROLEO
57.93,2006-10-05,PETROLEO
55.82,2006-10-04,PETROLEO
59.09,2006-10-03,PETROLEO
60.68,2006-10-02,PETROLEO
57.6,2006-10-01,PETROLEO
58.53,2006-09-30,PETROLEO
57.89,2006-09-29,PETROLEO
60.68,2006-09-28,PETROLEO
57.6,2006-09-27,PETROLEO
58.81,2006-09-26,PETROLEO
59.27,2006-09-25,PETROLEO
59.09,2006-09-24,PETROLEO
62.52,2006-09-23,PETROLEO
61.47,2006-09-22,PETROLEO
59.27,2006-09-21,PETROLEO
59.09,2006-09-20,PETROLEO
60.23,2006-09-19,PETROLEO
60.75,2006-09-18,PETROLEO
61.28,2006-09-17,PETROLEO
62.23,2006-09-16,PETROLEO
62.41,2006-09-15,PETROLEO
60.75,2006-09-14,PETROLEO
61.28,2006-09-13,PETROLEO
64.3,2006-09-12,PETROLEO
64.52,2006-09-11,PETROLEO
65.41,2006-09-10,PETROLEO
65.94,2006-09-09,PETROLEO
68.62,2006-09-08,PETROLEO
64.52,2006-09-07,PETROLEO
65.41,2006-09-06,PETROLEO
70.49,2006-09-05,PETROLEO
67.66,2006-09-04,PETROLEO
67.15,2006-09-03,PETROLEO
67.01,2006-09-02,PETROLEO
69.44,2006-09-01,PETROLEO
67.66,2006-08-31,PETROLEO
67.15,2006-08-30,PETROLEO
72.58,2006-08-29,PETROLEO
71.4,2006-08-28,PETROLEO
71.12,2006-08-27,PETROLEO
72.06,2006-08-26,PETROLEO
72.42,2006-08-25,PETROLEO
71.4,2006-08-24,PETROLEO
71.12,2006-08-23,PETROLEO
71.3,2006-08-22,PETROLEO
70.42,2006-08-21,PETROLEO
72.67,2006-08-20,PETROLEO
73.57,2006-08-19,PETROLEO
73.78,2006-08-18,PETROLEO
70.42,2006-08-17,PETROLEO
72.67,2006-08-16,PETROLEO
75.19,2006-08-15,PETROLEO
75.69,2006-08-14,PETROLEO
78.26,2006-08-13,PETROLEO
77.93,2006-08-12,PETROLEO
77.82,2006-08-11,PETROLEO
75.69,2006-08-10,PETROLEO
78.26,2006-08-09,PETROLEO
76.53,2006-08-08,PETROLEO
76.28,2006-08-07,PETROLEO
77.63,2006-08-06,PETROLEO
76.39,2006-08-05,PETROLEO
74.75,2006-08-04,PETROLEO
76.28,2006-08-03,PETROLEO
77.63,2006-08-02,PETROLEO
73.95,2006-08-01,PETROLEO
75.36,2006-07-31,PETROLEO
73.76,2006-07-30,PETROLEO
72.49,2006-07-29,PETROLEO
72.09,2006-07-28,PETROLEO
75.36,2006-07-27,PETROLEO
73.76,2006-07-26,PETROLEO
72.96,2006-07-25,PETROLEO
72.56,2006-07-24,PETROLEO
